4.899438|1.385020
4.783313|1.242419
7.407188|1.942677
7.871562|2.297131
5.108375|1.410056
6.733812|1.707464
5.247687|1.364471
6.733812|1.712441
4.876188|1.206350
7.267875|1.957053
4.318937|1.127879
4.527875|1.206291
6.780250|1.749670
4.481438|1.335483
6.733812|1.712886
6.199750|1.679439
6.664125|1.670471
8.034125|2.294674
6.199750|1.711588
6.640937|1.711804
6.013937|1.609176
6.362250|1.659105
7.616125|1.909118
4.945875|1.322158
3.877750|1.031694
7.128500|1.722870
4.260875|1.062501
5.061937|1.229210
9.949750|2.342274
5.526375|1.418737
5.270937|1.324569
9.914938|2.426889
7.616125|1.887724
9.705937|2.375912
4.318937|1.180320
6.664125|1.679749
9.427312|2.560228
6.130063|1.508063
5.363812|1.343108
7.685812|1.908909
8.405625|2.076005
7.941250|1.888192
7.244625|1.731642
4.760063|1.212840
8.173438|2.038072
8.080562|2.016606
5.549563|1.432614
5.038750|1.320187
6.733812|1.731770
4.644000|1.151298
4.202813|1.075777
3.413312|0.853671
5.363812|1.341331
6.222937|1.474830
4.690437|1.239710
4.922625|1.323144
5.921062|1.736385
3.552625|1.012403
7.291062|1.893301
4.957438|1.245428
4.609187|1.295236
4.272500|1.271549
4.075125|1.140177
8.312750|2.098111
10.100687|2.544904
8.684250|2.231207
10.054250|2.665819
9.055813|2.435464
9.380875|2.291429
8.475312|2.344747
6.315812|1.669839
6.315812|1.634324
7.244625|2.022885
4.411812|1.191016
6.199750|1.764996
6.176500|1.579185
8.707500|2.164125
9.613062|2.439780
4.318937|1.095111
5.131625|1.384261
6.757000|1.830826
5.410250|1.504393
4.574312|1.335969
7.662562|2.261434
7.314312|2.045699
7.407188|1.980233
7.616125|1.911701
7.894812|2.174957
4.667187|1.317208
9.264750|3.050475
8.753937|2.673151
9.311188|2.804128
8.939687|2.347578
6.524813|1.824391
5.247687|1.531122
7.941250|2.057279
5.340562|1.302671
4.783313|1.316128
8.730688|2.219750
4.551125|1.189614
7.662562|2.342660
5.642437|1.470405
7.964437|1.998951
6.571250|1.754836
7.778688|2.015621
7.337500|1.989849
7.825125|2.257414
5.572813|1.606106
8.196625|2.352739
7.546500|2.255339
4.667187|1.357779
5.735313|1.852941
6.849875|1.957650
6.362250|1.820247
5.015500|1.629825
3.622313|1.071971
3.808063|1.124503
5.387000|1.576434
3.390125|0.885604
9.346063|2.154532
5.851438|1.531448
9.659500|2.453838
7.395562|1.788667
4.423375|1.087949
3.692000|1.086491
8.544937|2.311655
6.780250|1.838010
7.256250|2.009913
6.907938|1.866149
10.576688|2.762718
7.906375|2.161310
4.632375|1.359680
7.859938|2.328663
8.428812|2.360330
6.304188|1.588415
8.753937|2.205684
5.642437|1.399203
8.742313|2.103082
8.881625|2.177757
4.156375|1.073254
7.500063|2.292302
8.521750|2.559007
5.398625|1.652133
6.037187|1.883015
4.771687|1.452879
7.209812|2.226123
6.269375|1.842643
7.128500|2.259535
7.418750|2.167141
8.417250|2.466393
5.166437|1.671607
8.301125|2.608658
7.360750|2.196179
6.803438|2.059126
8.417250|2.523764
6.722188|2.024412
5.897875|1.745534
6.966000|2.049493
8.092125|2.407097
5.050313|1.506428
3.575875|1.121828
6.211313|1.911924
5.688875|1.739275
4.922625|1.501917
7.627750|2.254460
7.825125|2.340372
4.620750|1.374900
6.002375|1.800788
7.941250|1.997515
5.619250|1.424622
6.664125|1.724354
5.166437|1.381504
8.022500|2.057746
7.082063|1.957205
6.431938|1.816294
7.383938|1.834553
8.498500|2.265292
7.453625|1.976956
11.006250|3.030418
6.339062|1.754664
7.627750|1.912270
4.945875|1.280554
6.606063|1.605079
9.160250|2.257932
4.539500|1.187248
8.521750|2.104775
4.934250|1.258956
8.695875|2.123854
6.350688|1.555045
7.325875|2.100217
5.897875|1.562314
4.760063|1.272543
5.050313|1.336453
7.058875|2.295953
7.790312|1.926080
8.637813|2.102919
5.700500|1.428971
5.572813|1.411099
7.035625|1.718653
4.098312|1.204493
7.592937|2.149788
7.430375|2.172136
7.546500|1.969402
3.692000|0.969210
5.201250|1.229354
8.568188|2.057972
8.092125|2.045833
5.526375|1.415647
6.826688|1.926394
7.430375|2.109994
6.501563|1.706323
5.874625|1.714225
6.362250|1.901498
7.012437|1.846347
7.871562|2.066951
5.967500|1.511079
7.500063|2.047499
4.040250|1.115063
5.874625|1.663208
6.919562|1.926722
5.781750|1.527977
4.644000|1.263357
7.291062|1.845523
7.871562|1.975038
4.899438|1.383256
4.783313|1.207582
7.407188|2.055068
7.871562|2.232903
5.108375|1.410122
6.733812|1.710714
5.247687|1.360202
6.733812|1.694026
4.876188|1.263491
7.267875|1.870280
4.318937|1.129718
4.527875|1.191297
6.780250|1.729795
4.481438|1.193804
6.733812|1.652939
6.199750|1.678655
6.664125|1.686364
8.034125|2.462819
6.199750|1.657619
6.640937|1.735122
6.013937|1.741977
6.362250|1.842318
7.616125|2.004767
4.945875|1.463224
3.877750|1.053615
7.128500|1.835826
4.260875|1.078652
5.061937|1.236902
9.949750|2.326853
5.526375|1.391316
5.270937|1.338557
9.914938|2.425726
7.616125|1.904936
9.705937|2.410921
4.318937|1.172442
6.664125|1.673755
9.427312|2.536505
6.130063|1.541024
5.363812|1.311512
7.685812|1.883558
8.405625|2.064812
7.941250|1.922665
7.244625|1.701952
4.760063|1.204881
8.173438|2.009694
8.080562|2.042727
5.549563|1.381473
5.038750|1.296364
6.733812|1.701602
4.644000|1.139980
4.202813|1.130297
3.413312|0.842223
5.363812|1.325953
6.222937|1.446736
4.690437|1.233900
4.922625|1.310636
5.921062|1.603107
3.552625|0.944628
7.291062|1.852305
4.957438|1.229857
4.609187|1.132830
4.272500|1.124374
4.075125|1.014732
8.312750|2.045311
10.100687|2.517418
8.684250|2.241830
10.054250|2.594453
9.055813|2.387959
9.380875|2.308146
8.475312|2.333934
6.315812|1.661414
4.899438|1.279864
6.315812|1.706245
4.783313|1.217194
7.244625|1.873449
7.407188|1.868669
4.411812|1.130137
7.871562|1.965033
6.199750|1.604024
5.108375|1.478005
6.176500|1.694666
6.733812|1.902091
8.707500|2.260091
5.247687|1.393661
6.733812|1.640225
9.613062|2.517823
4.876188|1.212658
4.318937|1.104958
5.131625|1.396012
7.267875|1.886441
4.318937|1.107667
6.757000|1.896262
4.527875|1.182482
5.410250|1.539922
6.780250|1.751678
4.574312|1.323890
4.481438|1.185644
7.662562|2.236241
6.733812|1.673978
6.199750|1.555899
7.314312|1.953519
6.664125|1.838579
7.407188|2.190371
8.034125|2.131855
7.616125|1.955621
6.199750|1.763076
7.894812|2.392293
6.640937|1.742139
4.667187|1.285900
6.013937|1.662004
9.264750|2.870959
6.362250|1.735727
7.616125|2.003275
8.753937|2.461571
4.945875|1.348069
3.877750|1.017212
9.311188|2.679337
7.128500|1.689298
4.260875|1.164012
8.939687|2.314097
5.061937|1.275773
6.524813|1.787004
4.899438|1.244081
5.247687|1.493736
4.783313|1.177739
9.949750|2.524878
5.526375|1.509518
7.407188|1.887829
7.941250|2.103090
5.270937|1.329731
5.340562|1.362576
7.871562|1.957236
4.783313|1.348512
5.108375|1.278897
9.914938|2.534277
6.733812|1.688632
8.730688|2.311106
7.616125|1.897641
4.551125|1.219761
5.247687|1.417267
9.705937|2.411685
6.733812|1.698968
7.662562|2.159297
4.318937|1.201412
4.876188|1.250977
5.642437|1.550145
6.664125|1.721433
7.267875|1.871850
7.964437|2.105908
4.318937|1.126052
9.427312|2.587673
4.527875|1.273443
6.571250|1.829733
6.130063|1.516825
6.780250|1.739065
7.778688|2.062563
5.363812|1.376343
4.481438|1.256994
7.337500|1.986292
7.685812|1.923490
6.733812|1.671944
6.199750|1.540017
7.825125|2.178286
8.405625|2.143283
6.664125|1.706831
5.572813|1.453463
7.941250|1.908855
8.034125|2.115434
8.196625|2.261416
7.244625|1.859744
6.199750|1.630335
4.760063|1.187275
7.546500|2.215798
6.640937|1.689520
4.667187|1.269754
8.173438|2.055561
6.013937|1.526572
5.735313|1.627303
8.080562|2.071380
6.362250|1.582210
6.849875|1.849788
5.549563|1.407277
7.616125|1.906679
5.038750|1.302540
6.362250|1.682848
4.945875|1.269749
6.733812|1.709430
5.015500|1.526191
3.877750|1.011604
3.622313|0.983844
4.644000|1.180699
3.808063|1.016749
7.128500|1.783718
4.202813|1.057642
3.413312|0.842216
4.260875|1.192230
5.387000|1.525135
5.363812|1.408346
3.390125|0.902173
5.061937|1.357766
6.222937|1.594494
9.346063|2.199153
9.949750|2.422329
4.690437|1.255031
5.851438|1.421802
5.526375|1.418692
4.922625|1.377289
5.270937|1.268988
5.921062|1.559847
9.659500|2.462961
3.552625|0.890114
9.914938|2.385608
7.395562|1.797793
7.291062|1.928834
4.423375|1.074133
7.616125|1.865496
4.957438|1.335007
3.692000|1.039374
4.609187|1.242488
9.705937|2.363627
4.272500|1.103365
8.544937|2.471103
4.318937|1.151244
4.075125|1.051409
6.780250|1.870704
6.664125|1.679289
8.312750|2.056120
7.256250|2.012676
9.427312|2.466473
10.100687|2.514493
6.907938|1.777387
6.130063|1.464708
5.363812|1.362249
8.684250|2.200965
10.576688|2.695264
7.685812|1.883043
10.054250|2.675965
7.906375|1.961768
8.405625|2.070012
4.632375|1.227913
9.055813|2.382578
7.941250|1.964034
7.859938|1.980070
9.380875|2.410173
7.244625|1.843878
8.428812|2.133835
4.760063|1.188998
6.304188|1.611826
8.475312|2.306640
8.173438|2.092750
6.315812|1.690005
8.753937|2.241396
8.080562|2.039761
6.315812|1.714293
5.642437|1.431447
5.549563|1.485034
7.244625|1.927039
8.742313|2.144129
5.038750|1.292794
4.411812|1.150470
6.733812|1.703338
6.199750|1.572182
8.881625|2.358675
4.644000|1.109406
4.156375|1.090679
6.176500|1.573433
4.202813|1.060282
3.413312|0.855764
7.500063|2.029910
8.707500|2.138199
5.363812|1.347715
8.521750|2.178619
6.222937|1.505718
9.613062|2.422147
5.398625|1.404558
4.690437|1.216780
4.318937|1.120313
4.922625|1.296815
6.037187|1.653896
5.131625|1.368745
5.921062|1.513463
4.771687|1.261516
6.757000|1.799578
3.552625|0.879738
7.209812|1.911361
5.410250|1.478994
7.291062|1.821359
6.269375|1.647443
4.574312|1.413682
4.957438|1.279132
4.609187|1.190448
7.128500|1.971345
7.662562|2.160765
4.272500|1.090068
4.075125|1.030576
7.418750|1.924114
7.314312|2.058148
8.312750|2.108879
8.417250|2.121264
7.407188|1.987294
5.166437|1.460442
7.616125|1.945571
10.100687|2.518049
8.301125|2.563832
7.894812|2.553606
8.684250|2.598096
7.360750|2.187431
4.667187|1.482684
10.054250|2.728032
6.803438|1.878315
9.264750|2.649668
9.055813|2.515975
8.417250|2.593859
8.753937|2.527885
6.722188|1.760468
9.380875|2.368770
5.897875|1.581735
9.311188|2.588194
8.475312|2.301294
6.966000|1.869349
8.939687|2.360066
6.315812|1.760373
6.524813|1.690425
8.092125|2.232312
6.315812|1.569253
5.247687|1.435131
5.050313|1.421478
7.244625|1.837691
3.575875|1.145346
4.411812|1.241038
7.941250|2.158443
6.211313|1.811326
6.199750|1.665303
5.340562|1.425491
5.688875|1.546578
4.783313|1.307458
6.176500|1.585713
4.922625|1.261096
8.707500|2.216425
8.730688|2.305550
7.627750|2.279730
4.551125|1.209265
9.613062|2.447116
7.825125|2.050162
7.662562|2.070572
4.318937|1.232631
4.620750|1.267793
5.642437|1.476636
5.131625|1.472580
6.002375|1.545198
7.964437|1.950353
6.757000|1.782956
7.941250|2.069570
5.410250|1.439821
6.571250|1.675995
5.619250|1.462613
4.574312|1.261999
7.778688|2.010087
6.664125|1.727415
7.662562|2.140787
7.337500|1.909792
5.166437|1.339929
7.314312|1.987196
8.022500|2.108032
7.825125|2.170389
7.407188|1.938563
5.572813|1.504985
7.082063|1.908639
7.616125|1.962785
6.431938|1.668248
8.196625|2.236871
7.894812|2.104059
7.383938|1.854953
7.546500|1.949951
4.667187|1.292119
4.667187|1.235333
8.498500|2.157515
5.735313|1.580531
9.264750|2.425175
7.453625|1.916032
6.849875|1.716790
8.753937|2.258095
6.362250|1.583955
11.006250|2.798655
5.015500|1.343731
9.311188|2.407220
6.339062|1.667649
3.622313|0.999745
3.808063|1.015004
8.939687|2.128181
7.627750|1.967892
5.387000|1.434673
4.945875|1.290717
6.524813|1.704715
3.390125|0.929867
6.606063|1.625439
5.247687|1.380535
9.346063|2.186419
7.941250|1.906512
9.160250|2.283940
5.851438|1.387425
5.340562|1.451415
4.539500|1.189121
4.783313|1.265210
9.659500|2.371990
8.521750|2.072458
7.395562|1.717104
8.730688|2.143489
4.934250|1.277216
4.423375|1.035300
4.551125|1.143673
3.692000|0.974320
8.695875|2.127628
7.662562|1.917160
6.350688|1.571977
8.544937|2.180282
5.642437|1.389323
6.780250|1.742237
7.325875|2.037731
7.964437|1.895558
5.897875|1.604702
7.256250|1.876857
6.571250|1.666289
4.760063|1.266073
6.907938|1.690075
5.050313|1.331717
7.778688|1.958891
10.576688|2.787570
7.337500|1.912445
7.058875|1.990209
7.906375|1.903261
7.790312|1.947078
7.825125|2.026013
4.632375|1.178756
5.572813|1.450675
8.637813|2.169569
7.859938|1.991957
5.700500|1.420135
8.196625|2.144317
5.572813|1.390894
8.428812|2.080069
7.546500|2.028755
6.304188|1.523737
7.035625|1.761843
4.667187|1.203625
4.098312|1.118656
5.735313|1.492778
8.753937|2.174574
7.592937|2.015708
6.849875|1.747927
5.642437|1.357148
6.362250|1.610775
7.430375|2.025065
8.742313|2.066557
5.015500|1.302857
7.546500|2.000475
3.622313|0.940107
8.881625|2.154300
3.692000|0.971948
3.808063|0.961604
4.156375|1.052129
5.201250|1.267947
5.387000|1.343928
3.390125|0.861879
7.500063|1.838141
8.568188|2.147241
8.521750|2.070007
9.346063|2.316828
8.092125|2.063605
5.398625|1.348958
5.851438|1.391138
5.526375|1.397172
6.037187|1.532108
9.659500|2.470488
6.826688|1.838406
4.771687|1.349526
7.395562|1.697554
7.209812|1.834055
7.430375|1.996019
4.423375|1.067064
3.692000|0.974030
6.269375|1.608102
6.501563|1.700896
5.874625|1.513138
7.128500|1.921160
8.544937|2.132407
6.362250|1.752680
7.418750|1.825644
6.780250|1.685260
7.012437|1.906666
7.256250|1.777314
8.417250|2.060267
5.166437|1.356766
6.907938|1.697290
7.871562|2.147673
5.967500|1.535540
8.301125|2.040539
10.576688|2.751605
7.360750|1.916379
7.500063|2.087417
7.906375|1.986315
4.040250|1.054371
6.803438|1.716415
4.632375|1.262348
5.874625|1.553522
8.417250|2.143320
7.859938|2.013214
6.919562|1.820278
6.722188|1.667696
5.781750|1.564019
8.428812|2.118211
5.897875|1.448151
4.644000|1.264501
6.304188|1.534345
6.966000|1.696654
7.291062|1.778197
8.753937|2.247375
8.092125|2.010327
7.871562|2.066674
5.642437|1.373439
5.050313|1.250208
3.575875|0.889073
8.742313|2.006132
6.211313|1.537191
8.881625|2.076354
5.688875|1.377182
4.156375|1.036071
4.922625|1.228189
7.500063|1.752907
7.627750|1.891972
8.521750|2.162579
7.825125|2.037518
5.398625|1.316192
4.620750|1.139929
6.037187|1.449194
6.002375|1.443351
4.771687|1.192262
