0,655163
0,637413
0,636791
0,647746
0,724365
0,649792
0,651061
0,632419
0,624883
0,637818
0,644904
0,648191
0,646160
0,632119
0,621572
0,659931
0,626227
0,690547
0,659676
0,635481
0,654228
0,693756
0,657509
0,657455
0,656205
0,610538
0,616915
0,606010
0,618033
0,627925
0,700287
0,634077
0,635127
0,634968
0,700060
0,652950
0,707642
0,631206
0,651167
0,632664
0,625714
0,592607
0,598828
0,628447
0,624715
0,621910
0,618351
0,643618
0,635148
0,615675
0,623746
0,620962
0,624999
0,595406
0,648339
0,648761
0,652353
0,654977
0,632515
0,622618
0,613939
0,633394
0,611253
0,623162
0,622208
0,636098
0,642359
0,659144
0,610954
0,675017
0,652381
0,636506
0,629911
0,626375
0,626040
0,611656
0,593845
0,627448
0,610428
0,652406
0,662372
0,673715
0,663542
0,683308
0,635448
0,654220
0,622633
0,674861
0,651299
0,692837
0,640398
0,670003
0,612209
0,652763
0,668845
0,624123
0,600010
0,654529
0,633793
0,625833
0,648176
0,630307
0,623893
0,628493
0,629453
0,631095
0,643451
0,620893
0,634620
0,652093
0,644191
0,671563
0,625690
0,625620
0,679141
0,626618
0,632306
0,652464
0,621828
0,573877
0,604398
0,600659
0,579048
0,602249
0,638130
0,645187
0,634532
0,639677
0,612779
0,599777
0,603337
0,618189
0,607868
0,606133
0,613180
0,603396
0,597135
0,589086
0,603756
0,620710
0,621910
0,608287
0,615297
0,639807
0,631335
0,624888
0,598510
0,647273
0,599157
0,606714
0,654176
0,646173
0,618598
0,622200
0,617442
0,611306
0,615371
0,608441
0,615887
0,617278
0,635410
0,637482
0,622297
0,615458
0,605554
0,603678
0,606404
0,606758
0,607739
0,632810
0,615568
0,616789
0,604121
0,616094
0,618616
0,601831
0,609567
0,600264
0,609548
0,636009
0,613835
0,621346
0,603816
0,606944
0,617030
0,591661
0,611413
0,597084
0,596171
0,655643
0,643118
0,633361
0,629657
0,660847
0,607977
0,604104
0,602221
0,604056
0,593672
0,636435
0,635525
0,635405
0,630544
0,627311
0,586464
0,602549
0,616928
0,601643
0,633725
0,637459
0,609881
0,620641
0,645917
0,639363
0,644313
0,620718
0,640605
0,621668
0,631911
0,610766
0,649181
0,636765
0,591961
0,625769
0.622473
0.609945
0.607524
0.614036
0.623882
0.659769
0.632113
0.606236
0.622284
0.629695
0.626425
0.625764
0.612030
0.635765
0.601057
0.604248
0.615719
0.671116
0.697136
0.634919
0.648770
0.668322
0.649380
0.621208
0.700619
0.664434
0.678857
0.675170
0.643987
0.644254
0.591723
0.668542
0.652689
0.630475
0.704492
0.666893
0.634479
0.596268
0.645115
0.682036
0.627192
0.614812
0.632305
0.640866
0.652802
0.632716
0.613304
0.645489
0.617026
0.650346
0.653857
0.618632
0.650077
0.616510
0.635219
0.667780
0.669281
0.633666
0.613724
0.637245
0.587455
0.602936
0.591545
0.596164
0.604642
0.603531
0.661707
0.636971
0.602836
0.664709
0.649668
0.619814
0.636503
0.622386
0.618545
0.624505
0.621264
0.620613
0.613009
0.633756
0.638661
0.634489
0.633425
0.630446
0.694615
0.696849
0.709856
0.640639
0.655764
0.666623
0.726426
0.672877
0.720303
0.663167
0.655188
0.628517
0.626091
0.654358
0.620940
0.630589
0.651647
0.605373
0.657612
0.640796
0.610731
0.628109
0.679742
0.631656
0.628381
0.621377
0.611238
0.643358
0.623241
0.613219
0.608348
0.641668
0.617875
0.664997
0.633814
0.619388
0.618929
0.591233
0.608953
0.648008
0.633102
0.643809
0.655895
0.655681
0.633871
0.640679
0.672203
0.653670
0.661973
0.645565
0.634547
0.660172
0.635107
0.694637
0.644538
0.723391
0.772488
0.666590
0.676595
0.700130
0.671419
0.642610
0.688952
0.669079
0.678798
0.656937
0.686173
0.702727
0.657207
0.668404
0.659563
0.665931
0.665507
0.699115
0.642274
0.708382
0.697882
0.648220
0.677620
0.680334
0.662533
0.673586
0.629875
0.661471
0.638447
0.662283
0.606337
0.625360
0.614038
0.580504
0.598461
0.652542
0.666374
0.689580
0.663077
0.690914
0.702979
0.694542
0.702920
0.674465
0.683197
0.681445
0.623168
0.621945
0.660374
0.659733
0.672766
0.628393
0.589133
0.616164
0.651877
0.638490
0.655076
0.644582
0.620305
0.640692
0.643458
0.606768
0.631248
0.600059
0.635719
0.591668
0.607706
0.620219
0.647425
0.674773
0.606069
0.623518
0.602608
0.606974
0.611911
0.617092
0.636262
0.624959
0.609239
0.637044
0.615193
0.623399
0.597752
0.594076
0.635489
0.607786
0.612687
0.614909
0.625799
0.609458
0.624684
0.646188
0.657069
0.679190
0.652118
0.635175
0.670109
0.616148
0.606675
0.607045
0.617625
0.650120
0.642796
0.675486
0.718076
0.670597
0.675588
0.622531
0.647247
0.605574
0.622389
0.622746
0.621335
0.602292
0.630444
0.627730
0.592123
0.615183
0.615134
0.602027
0.638247
0.611144
0.601082
0.606398
0.611702
0.615697
0.626653
0.626357
0.609824
0.615357
0.618250
0.609922
0.614101
0.596013
0.606859
0.599452
0.591603
0.633349
0.615190
0.618483
0.616107
0.607407
0.625021
0.614877
0.638139
0.635153
0.605837
0.625076
0.618421
0.633044
0.609630
0.627170
0.606812
0.635197
0.596915
0.618132
0.606151
0.623296
0.615947
0.634535
0.618927
0.597595
0.623935
0.611151
0.613234
0.606764
0.604775
0.608053
0.596860
0.590112
0.648726
0.615412
0.598917
0.640326
0.587367
0.628706
0.594015
0.649927
0.631511
0.613048
0.615957
0.616874
0.608055
0.603130
0.607733
0.601693
0.597963
0.606352
0.633730
0.604534
0.624328
0.596959
0.608773
0.616700
0.610524
0.628938
0.632715
0.610176
0.590820
0.605402
0.585676
0.601241
0.611202
0.590577
0.608532
0.586078
0.628235
0.590008
0.623844
0.622102
0.619283
0.588936
0.611818
0.597216
0.633327
0.599140
0.621742
0.611433
0.633081
0.614724
0.621993
0.608372
0.590020
0.630608
0.626477
0.628479
0.635572
0.595072
0.601428
0.599151
0.635732
0.627699
0.633497
0.596843
0.579486
0.608788
0.603506
0.594784
0.590561
0.597908
0.589956
0.618767
0.595594
0.584810
0.601534
0.625344
0.607616
0.615886
0.611480
0.595951
0.602964
0.594275
0.602348
0.591221
0.607374
0.598099
0.600358
0.586054
0.602632
0.603748
0.606702
0.595395
0.609219
0.599132
0.597905
0.614662
0.599510
0.601330
0.604507
0.587977
0.605295
0.588135
0.613832
0.602909
0.604061
0.610659
0.590403
0.593990
0.602426
0.595957
0.618413
0.616532
0.595319
0.592303
0.601973
0.609602
0.585437
0.598671
0.598024
0.597834
0.590879
0.597546
0.597488
0.594911
0.603810
0.581953
0.594128
0.597703
0.604948
0.607386
0.588552
0.597122
0.601936
0.610474
0.575552
0.623001
0.587657
0.609884
0.616154
0.587518
0.606666
0.583322
0.619526
0.603768
0.605025
0.595425
0.591840
0.596614
0.597851
0.584084
0.602637
0.586669
0.604134
0.587139
0.622124
0.590854
0.600973
0.584957
0.603801
0.580069
0.618419
0.592895
0.611212
0.582532
0.592552
0.595012
0.599389
0.594042
0.596455
0.600297
0.593179
0.592806
0.612081
0.580914
0.596630
0.608804
0.601225
0.600099
0.596666
0.605942
0.584930
0.609871
0.612375
0.612695
0.602407
0.601833
0.609257
0.620703
0.605472
0.595346
0.579386
0.614565
0.590629
0.613305
0.589663
0.580040
0.619532
0.597103
0.580074
0.619678
0.623149
0.594197
0.588920
0.591916
0.599750
0.603662
0.602625
0.573039
0.598393
0.599368
0.602501
0.639171
0.607615
0.617366
0.579784
0.573570
0.577789
0.583382
0.592485
0.590900
0.595497
0.605098
0.607832
0.579622
0.591763
0.574944
0.595600
0.655953
0.677200
0.609394
0.598868
0.568661
0.648689
0.698709
0.649780
0.603791
0.675441
0.585600
0.595027
0.589749
0.604220
0.578051
0.609535
0.591591
0.606948
0.631316
0.613815
0.580255
0.598847
0.620073
0.641005
0.592493
0.586090
0.606014
0.607880
0.590766
0.587206
0.586027
0.585330
0.605655
0.616715
0.590785
0.589279
0.596563
0.586680
0.594148
0.570651
0.589050
0.596499
0.580759
0.624368
0.591597
0.606789
0.603585
0.616231
0.584286
0.570505
0.570524
0.582702
0.592421
0.639864
0.671614
0.633502
0.675788
0.657571
0.583674
0.675519
0.681834
0.699510
0.712493
0.670619
0.587185
0.594645
0.580533
0.581128
0.584665
0.596159
0.591291
0.628486
0.691289
0.659785
0.634560
0.616619
0.617825
0.680521
0.646242
0.599499
0.619012
0.601565
0.602183
0.598027
0.591820
0.591238
0.600875
0.590681
0.582309
0.585163
0.589419
0.596456
0.579832
0.586524
0.579384
0.575972
0.593020
0.577321
0.589542
0.589478
0.606765
0.651380
0.628290
0.620977
0.589933
0.596468
0.599121
0.600966
0.595379
0.590244
0.592303
0.610038
0.586076
0.591824
0.596976
0.590778
0.581404
0.586395
0.586021
0.588548
0.592295
0.588485
0.576820
0.585384
0.583360
0.580388
0.592734
0.587296
0.587315
0.593536
0.600026
0.591483
0.594405
0.602742
0.576710
0.583883
